"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","videoname","Task.Version","Spreadsheet","Response","display","row_number","filename","Experiment.Version","Participant.OS","Participant.Browser","randomiser.t27m","date.of.birth.year","date.of.birth.month","sex","languages","response.6","response.6.text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response.4.1","response.4.2","response.4.3","response.4.4","response.4.text","response.5","Comments","block","SUBJECT","ITEM","RT","GROUP","AUDIO","VISUAL","PREDICT","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"2863","210725_c122",15102120,1116.5375017272,957.199217898751,0,"one","128L","swan","aM","vNM","L","c","aMvNM",2.98426864064563,1.86773113891843,2.02706942274688,"128L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=128LaMvNMmp4-32-2.weba","Block1",23,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long",1,"210725_c122","128L",957.199217898751,"c","aM","vNM","L","0","aMvNM",23,"1",11,"Female"
"2891","210725_c122",15102120,1315.97779210025,1037.86089677501,0,"discard_craft","29L","crash","aM","vM","L","c","aMvM",3.64103805798879,2.32506026588854,2.60317716121378,"29L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=29LaMvMmp4-43-2.weba","Block1",32,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long",2,"210725_c122","29L",1037.86089677501,"c","aM","vM","L","0","aMvM",32,"2",11,"Female"
"2901","210725_c122",15102120,865.522680669155,556.882750113575,0,"discard_doubt","39L","dent","aNM","vM","L","c","aNMvM",2.77665533463446,1.9111326539653,2.21977258452088,"39L_aNM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=39LaNMvMmp4-66-2.weba","Block1",55,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long",2,"210725_c122","39L",556.882750113575,"c","aNM","vM","L","0","aNMvM",55,"2",11,"Female"
"2905","210725_c122",15102120,1035.43355353377,897.674327343284,0,"discard_dog","42L","doll","aM","vNM","L","c","aMvNM",2.95818755600538,1.92275400247161,2.0605132286621,"42L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=42LaMvNMmp4-119-2.weba","Block1",104,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long",4,"210725_c122","42L",897.674327343284,"c","aM","vNM","L","0","aMvNM",104,"4",11,"Female"
"2945","210725_c122",15102120,1521.50705136355,1289.2013750351,0,"discard_mout","88L","mouse","aM","vNM","L","c","aMvNM",3.90775663468926,2.38624958332571,2.61855525965416,"88L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=88LaMvNMmp4-47-2.weba","Block1",36,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long",2,"210725_c122","88L",1289.2013750351,"c","aM","vNM","L","0","aMvNM",36,"2",11,"Female"
"2949","210725_c122",15102120,1195.53154402218,870.899252355575,0,"discard_not","91H","notch","aM","vM","H","c","aMvM",2.91355106799404,1.71801952397186,2.04265181563846,"91H_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=91HaMvMmp4-62-2.weba","Block1",51,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long",2,"210725_c122","91H",870.899252355575,"c","aM","vM","H","0","aMvM",51,"2",11,"Female"
"2959","210725_c130",15367679,822.355810895735,492.688218303114,0,"unsure_braft","103H","raft","aM","vNM","H","c","aMvNM",3.73291970618585,2.91056389529012,3.24023148788274,"103H_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=103HaMvNMmp4-23-2.weba","Block1",14,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no",1,"210725_c130","103H",492.688218303114,"c","aM","vNM","H","0","aMvNM",14,"1",11.25,"Male"
"2961","210725_c130",15367679,605.78699579633,446.98055640248,0,"grim","105H","rim","aNM","vNM","H","c","aNMvNM",2.88763279484675,2.28184579905042,2.44065223844427,"105H_aNM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=105HaNMvNMmp4-58-2.weba","Block1",47,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no",2,"210725_c130","105H",446.98055640248,"c","aNM","vNM","H","0","aNMvNM",47,"2",11.25,"Male"
"3003","210725_c130",15367679,2141.32196230459,1958.47402985509,0,"unsure_clock","21L","clerk","aM","vM","L","c","aMvM",4.30017478068392,2.15885281837933,2.34170075082883,"21L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=21LaMvMmp4-117-2.weba","Block1",102,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no",4,"210725_c130","21L",1958.47402985509,"c","aM","vM","L","0","aMvM",102,"4",11.25,"Male"
"3017","210725_c130",15367679,2811.71905464473,2583.16141575585,0,"unsure_cab?","35L","curb","aNM","vM","L","c","aNMvM",4.94790061445599,2.13618155981126,2.36473919870014,"35L_aNM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=35LaNMvMmp4-49-2.weba","Block1",38,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no",2,"210725_c130","35L",2583.16141575585,"c","aNM","vM","L","0","aNMvM",38,"2",11.25,"Male"
"3020","210725_c130",15367679,3672.83223641476,3580.5283944234,0,"donnot know","38L","den","aM","vNM","L","c","aMvNM",5.74214819782742,2.06931596141266,2.16161980340402,"38L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=38LaMvNMmp4-108-2.weba","Block1",93,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no",4,"210725_c130","38L",3580.5283944234,"c","aM","vNM","L","0","aMvNM",93,"4",11.25,"Male"
"3032","210725_c130",15367679,698.364699865552,436.691584786192,0,"frot?","53L","frogs","aNM","vNM","L","c","aNMvNM",3.00555796879601,2.30719326893046,2.56886638400982,"53L_aNM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=53LaNMvNMmp4-44-2.weba","Block1",33,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no",2,"210725_c130","53L",436.691584786192,"c","aNM","vNM","L","0","aNMvNM",33,"2",11.25,"Male"
"3039","210725_c130",15367679,430.592229813844,341.928917120354,0,"unsure_grown?","61H","growl","aNM","vNM","H","c","aNMvNM",2.57197734006581,2.14138511025197,2.23004842294546,"61H_aNM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=61HaNMvNMmp4-27-2.weba","Block1",18,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no",1,"210725_c130","61H",341.928917120354,"c","aNM","vNM","H","0","aNMvNM",18,"1",11.25,"Male"
"3078","210725_c135",15571068,261.436997336423,100.089834980053,0,"unsure_toll","100L","pole","aNM","vNM","L","c","aNMvNM",1.84256288364883,1.58112588631241,1.74247304866878,"100L_aNM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=100LaNMvNMmp4-63-2.weba","Block1",52,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",2,"210725_c135","100L",100.089834980053,"c","aNM","vNM","L","0","aNMvNM",52,"2",10,"Male"
"3080","210725_c135",15571068,303.225367793167,-24.9222866357335,0,"vanpt","104H","rent","aM","vM","H","c","aMvM",2.52157399152213,2.21834862372896,2.54649627815786,"104H_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=104HaMvMmp4-42-2.weba","Block1",31,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",2,"210725_c135","104H",-24.9222866357335,"c","aM","vM","H","0","aMvM",31,"2",10,"Male"
"3081","210725_c135",15571068,1124.99364969999,990.890953621642,0,"unsure_vim","105L","rim","aNM","vNM","L","c","aNMvNM",3.58362569131252,2.45863204161253,2.59273473769088,"105L_aNM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=105LaNMvNMmp4-23-2.weba","Block1",14,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",1,"210725_c135","105L",990.890953621642,"c","aNM","vNM","L","0","aNMvNM",14,"1",10,"Male"
"3083","210725_c135",15571068,520.267791579905,473.899964531554,0,"vow","108H","row","aNM","vM","H","c","aNMvM",3.02083554151688,2.50056774993698,2.54693557698533,"108H_aNM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=108HaNMvMmp4-46-2.weba","Block1",35,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",2,"210725_c135","108H",473.899964531554,"c","aNM","vM","H","0","aNMvM",35,"2",10,"Male"
"3109","210725_c135",15571068,347.4930752874,143.02224195411,0,"unsure_thlout?","133H","throat","aNM","vM","H","c","aNMvM",2.4601766402251,2.1126835649377,2.31715439827099,"133H_aNM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=133HaNMvMmp4-114-2.weba","Block1",99,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",4,"210725_c135","133H",143.02224195411,"c","aNM","vM","H","0","aNMvM",99,"4",10,"Male"
"3111","210725_c135",15571068,18.6758943882643,-106.156751530976,0,"unsure_overlap in the onset","136L","trail","aNM","vNM","L","c","aNMvNM",1.88057174361371,1.86189584922545,1.98672849514469,"136L_aNM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=136LaNMvNMmp4-62-2.weba","Block1",51,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",2,"210725_c135","136L",-106.156751530976,"c","aNM","vNM","L","0","aNMvNM",51,"2",10,"Male"
"3117","210725_c135",15571068,1787.01358715385,1706.76854747131,0,"unsure_boom?","14L","broom","aM","vNM","L","c","aMvNM",4.33368725244131,2.54667366528746,2.62691870497,"14L_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=14LaMvNMmp4-26-2.weba","Block1",17,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",1,"210725_c135","14L",1706.76854747131,"c","aM","vNM","L","0","aMvNM",17,"1",10,"Male"
"3118","210725_c135",15571068,392.479647528047,184.564572296567,0,"unsure_buise","15H","bruise","aNM","vNM","H","c","aNMvNM",2.62536890992759,2.23288926239954,2.44080433763102,"15H_aNM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=15HaNMvNMmp4-121-2.weba","Block1",106,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",4,"210725_c135","15H",184.564572296567,"c","aNM","vNM","H","0","aNMvNM",106,"4",10,"Male"
"3135","210725_c135",15571068,258.456688190112,59.7282728895721,0,"unsure_cop?","32L","crop","aNM","vNM","L","c","aNMvNM",2.60299060856755,2.34453392037744,2.54326233567798,"32L_aNM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=32LaNMvNMmp4-125-2.weba","Block1",110,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",4,"210725_c135","32L",59.7282728895721,"c","aNM","vNM","L","0","aNMvNM",110,"4",10,"Male"
"3138","210725_c135",15571068,357.835455289602,165.090763783152,0,"dark","36L","dart","aM","vNM","L","c","aMvNM",2.34231045219593,1.98447499690633,2.17721968841278,"36L_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=36LaMvNMmp4-133-2.weba","Block1",118,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",4,"210725_c135","36L",165.090763783152,"c","aM","vNM","L","0","aMvNM",118,"4",10,"Male"
"3152","210725_c135",15571068,2022.75711254765,1683.65520832441,0,"unsure_fogs","53L","frogs","aM","vNM","L","c","aMvNM",3.85557498926545,1.8328178767178,2.17191978094104,"53L_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=53LaMvNMmp4-16-2.weba","Block1",7,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",1,"210725_c135","53L",1683.65520832441,"c","aM","vNM","L","0","aMvNM",7,"1",10,"Male"
"3158","210725_c135",15571068,523.32996520391,399.36815964836,0,"unsure_guam?","60H","grin","aM","vM","H","c","aMvM",2.87561655422536,2.35228658902145,2.476248394577,"60H_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=60HaMvMmp4-127-2.weba","Block1",112,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",4,"210725_c135","60H",399.36815964836,"c","aM","vM","H","0","aMvM",112,"4",10,"Male"
"3186","210725_c135",15571068,1080.89456600373,956.267482670396,0,"unsure_lame - there seems to be a burst, but I cannot hear it","8L","blame","aM","vNM","L","c","aMvNM",2.85018510370367,1.76929053769994,1.89391762103327,"8L_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=8LaMvNMmp4-55-2.weba","Block1",44,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",2,"210725_c135","8L",956.267482670396,"c","aM","vNM","L","0","aMvNM",44,"2",10,"Male"
